"ML#","% Interests In Common Elmts","Sewer Type","Sold Price","Spa Location","Special Assessments YN","Stories","Stories In Building","Style","Subdivision","Tennis Courts YN","Termite Contract YN","Transaction Type","Water Type","Waterfront","Year Built"
"BY161640","","City","$203,000","","","1.0","","","The Villas At Leighton Plantation","","","","","","2017"
"BY161643","","","$315,000","","","1.0","","","Thoroughbred Park SD","","","","Public","","1995"
"BY161645","","City","$265,875","","","1.0","","","The Settlement At Live Oak","","","","Public","","2021"
"BY161670","","","$202,325","","","1.0","","","Magnolia Park","","","","Public","","1978"
"BY161675","","City","$138,000","","","1.0","","","Peltier Sub","","","","Public","","1963"
"BY161677","","City","$257,500","","","1.0","","Townhouse","Rienzi Villiage Townhomes","","","","Public","","2013"
"BY161678","","Septic","$174,000","","","1.0","","","Andrew Guillot","","","","Public","","1955"
"BY163301","","","$199,565","","","1.0","","","Olde Towne","","","","Public","","2021"
"BY163309","","","$251,220","","","1.0","","","Imperial Landing","","","","Public","","2021"
"BY163316","","City","$232,545","","","1.0","","","Moss Cove","","","","Public","","2021"
"BY163317","","City","$286,705","","","1.0","","","The Settlement At Live Oak","","","","Public","","2021"
"BR2021013573","","","$240,000","","","1.0","","Traditional","Villas At Leighton Plantation","","","","","","2015"
"BY163325","","","$192,000","","","1.0","","","St Maurice","","","","Public","","2000"
"BY163326","","","$187,000","","","1.0","","","Herrington Place","","","","","","2016"
"BY163329","","City","$150,000","","","1.0","","","Downtown","","","","Public","","1968"
"BY163332","","","$545,000","","","1.5","","","Sugar Ridge West","","","","Public","","2017"
"BY163337","","City","$151,000","","","1.0","","","North Thibodaux","","","","Public","","1944"
"BY163341","","City","$274,000","","","1.0","","","East Thibodaux","","","","Public","","1952"
"BY163347","","","$120,000","","","1.0","","","Half Oak","","","","Public","","1980"
"BY163360","","City","$295,000","","","1.0","","","Plantation Acres","","","","Public","","1999"
"BY163382","","","$240,000","","","1.0","","","Abby Lakes","","","","Public","Water Front","2010"
"BY163383","","","$650,000","","","1.0","","","None","","","","Public","","1956"
"BY163385","","","$267,285","","","1.0","","","Imperial Landing","","","","Public","","2021"
"BY163386","","City","$213,225","","","1.0","","","Moss Cove","","","","Public","","2021"
"BY163399","","City","$176,000","","","1.0","","","Acadia Villa","","","","Public","","2011"
"BY163409","","City","$200,000","","","1.0","","","Moss Cove","","","","Public","","2021"
"BY163412","","","$450,000","","","1.0","","","Sugar Ridge","","","","Public","","2000"
"BY163430","","","$189,225","","","1.0","","","Olde Towne","","","","Public","","2021"
"BY163432","","City","$347,000","","","1.5","","","Downtown","","","","Public","","2009"
"BY163433","","Septic","$257,000","","","1.0","","","Crescent Estates","","","","Public","","2017"
"BY163440","","City","$320,000","","","1.0","","","St John Place","","","","Public","","2019"
"BY163443","","City","$168,000","","","1.0","","","South Thibodaux","","","","Public","","1970"
"BY163447","","City","$262,645","","","1.0","","","The Settlement At Live Oak","","","","Public","","2021"
"BY163450","","","$213,200","","","1.0","","","Olde Towne","","","","Public","","2020"
"BY163462","","City","$185,000","","","1.0","","","South Thibodaux","","","","Public","","1957"
"BY163471","","Septic","$349,900","","","2.0","","","None","","","","Public","","1983"
"BY163472","","City","$215,410","","","1.0","","","Moss Cove","","","","Public","","2021"
"BY163488","","City","$239,700","","","1.0","","","The Villas At Leighton Plantation","","","","Public","","2015"
"BY163490","","","$182,000","","","1.0","","","Olde Towne","","","","Public","","2019"
"BY163492","","City","$265,000","","","1.0","","","Gilbert Hue","","","","Public","","1969"
"BY163493","","City","$275,000","","","1.0","","","Nicholls","","","","Public","","2002"
"BY163503","","","$255,000","","","1.0","","","Plantation Gardens","","","","Public","","2016"
"BY163509","","","$225,000","","","1.0","","","Sugar Plantation","","","","Public","","2014"
"BY163512","","","$245,000","","","1.0","","","Milltown","","","","Public","","2016"
"BY163513","","","$240,000","","","1.0","","","The Villas At Leighton Plantation","","","","Public","","2015"
"BY163522","","Septic","$250,000","","","1.0","","","Crape Myrtle Place","","","","Public","","2012"
"BY163530","","City","$340,000","","","1.0","","","Levert","","","","Public","","1980"
"BY163573","","City","$355,000","","","1.0","","","The Settlement At Live Oak","","","","Public","","2019"
"BY163577","","City","$237,000","","","1.0","","","Abby Lakes","","","","Public","","2011"
"BR2021015713","","City","$230,000","","","1.0","","Other","Sugar Plantation","","","","Public","Water Front","2014"
"BY163594","","","$98,000","","","1.0","","","None","","","","Public","","1965"
"BY163597","","City","$155,000","","","1.0","","","None","","","","Public","","1950"
"BY163639","","City","$109,500","","","1.0","","","Connely","","","","Public","","1960"
"BY163642","","","$165,000","","","2.0","","","Half Oak","","","","Public","","1985"
"BY163681","","","$135,000","","","1.0","","","Chack Bay Area","","","","Public","","1951"
"BY163682","","City","$137,000","","","1.0","","","City of Thibodaux","","","","Public","","1975"
"BY163683","","","$300,000","","","1.0","","","Chack Bay Area","","","","Public","","1978"
"BY163752","","","$189,500","","","1.0","","","Pineridge Est","","","","Public","","2021"
"BY163753","","","$185,900","","","1.0","","","Pineridge Est","","","","Public","","2021"
"BY163785","","","$88,500","","","1.0","","","Choctaw Area","","","","Public","","1955"
"BY163798","","City","$158,250","","","1.0","","","Magnolia Park","","","","Public","","1971"
"BY163892","","","$215,000","","","1.0","","","Olde Towne","","","","Public","","2019"
"BY163893","","City","$125,000","","","1.0","","","Coulon Plantation","","","","Public","","1980"
"BY163937","","City","$174,400","","","1.0","","","Maurice","","","","Public","","1990"
"BY163941","","City","$448,500","","","1.0","","","Plantation Acres","","","","Public","","2020"
"2316490","","Treatment Plant","$115,000","None","","1.0","","Traditional","Whispering Wind Est","","No","","Public","",""
"2318742","","Treatment Plant","$185,000","None","","1.0","","Traditional","Martinsville Estates","","Yes","","Public","",""
"BR2021016066","","City","$215,000","","","1.0","","Acadian","Rural Tract (No Subd)","","","","Public","",""
"2319812","","Septic","$118,000","None","","1.0","","Mobile Home","Not a Subdivision","","No","","Public","",""
"CN160067","","Septic","$250,000","","","1.0","","Mobile Home","Callie Arnold","","","","Public","Water Front","2004"
"CN158222","","","$155,000","","","1.0","","","N/A","","","","Public","",""
"CN158269","","Septic","$101,670","","","1.0","","","N/A","","","","Public","",""
"CN158364","","Septic","$200,000","","","1.0","","","N/A","","","","Public","","1984"
"CN158407","","","$14,500","","","2.0","","","NA","","","","Public","",""
"CN158603","","","$225,000","","","1.0","","","none","","","","Public","",""
"CN160075","","","$138,000","","","1.0","","Mobile Home","N/A","","","","Public","",""
"CN160652","","","$90,000","","","1.0","","","N/A","","","","Public","",""
"CN161533","","Septic","$28,000","","","1.0","","Mobile Home","None","","","","Public","",""
"CN163076","","","$270,000","","","2.0","","","Belah community","","","","Public","",""
"CN163213","","City","$43,500","","","1.0","","Mobile Home","GOODPINE","","","","Public","","1994"
"CN160448","","City","$67,200","","","1.0","","","N/A","","","","Public","","1985"
"BR2021016796","","","$90,000","","","1.0","","Traditional","Rural Tract (No Subd)","","","","Public","",""
"BY163982","","","$195,000","","","2.0","","","Vacherie Dugue Livaudais","","","","Public","","2006"
"BR2021013438","","","$517,000","","","1.0","","Acadian","Green Acres","","","","Public","","2014"
"BR2021014236","","Septic","$164,575","","","1.0","","Traditional","Riverbend","","","","Public","","1985"
"BR2021014487","","","$305,000","","","1.0","","Traditional","Willow Grove","","","","Public","","2021"
"BR2021014846","","Septic","$246,000","","","1.0","","Traditional","Waterloo","","","","Public","",""
"BR2021015541","","","$625,000","","","2.0","","Traditional","Rural Tract (No Subd)","","","","Public","Water Front",""
"BR2021015569","","","$292,500","","","1.0","","French Country","Waterloo","","","","","","2007"
"BR2021016121","","","$225,000","","","1.0","","Traditional","Waterloo","","","","Public","",""
"CN152332","","City","$39,900","","","1.0","","Party Wall Double","Gillespie Heights","","","","Public","",""
"CN158343","","City","$44,701","","","1.0","","","Gillespie Hts","","","","Public","","1980"
"CN160374","","City","$76,000","","","1.0","","","Gillespie Hts","","","","Public","",""
"CN163577","","City","$135,220","","","1.0","","","Ward 4 Concordia","","","","Public","","1980"
"CN152324","","City","$10,000","","","1.0","","","Ville Platte","","","","Public","",""
"CN158021","","","$185,000","","","1.0","","","NA","","","","Public","","2011"
"CN160348","","","$282,500","","","2.0","","","none","","","","Public","","2017"
"CN162600","","Septic","$163,000","","","1.0","","","None","","","","Public","",""
"CN163093","","City","$225,000","","","1.0","","","N/A","","","","Public","","2014"
"2315430","","City","$170,000","None","","1.0","","Traditional","","","No","","Public","",""
"2315792","","City","$270,000","","","1.0","","Traditional","","","No","","Public","",""
"2316833","","City","$200,000","","","1.0","","Traditional","","","No","","Public","",""
"2318593","","City","$252,500","","","1.0","","Traditional","","","Yes","","Public","",""
"2320133","","City","$265,000","None","","1.0","","Traditional","","","No","","Public","",""
"CN152251","","Septic","$12,100","","","1.0","","","West Monroe","","","","Public","","1970"
"CN161714","","City","$139,900","","","1.0","","","West Park Sub","","","","Public","","1963"
"2318953","","City","$350,000","","","1.0","","Contemporary","Live Oak Manor","","Yes","","Public","",""
"2319309","","City","$135,000","None","","1.0","","Ranch","Live Oak Manor","","No","","Public","",""
"BR2018017691","","","$60,000","","","1.0","","Cottage","Rural Tract (No Subd)","","","","Public","",""
"BR2019007951","","Septic","$40,000","","","1.0","","Cottage","Rural Tract (No Subd)","","","","Public","",""
"BR2021013477","","City","$234,900","","","1.0","","French Country","Spring Lake Subd (Walker)","","","","Public","",""
"BR2021013503","","","$335,000","","","1.0","","French Country","Collins Place","","","","Public","","2021"
"BR2021013585","","Septic","$172,000","","","1.0","","Acadian","Rural Tract (No Subd)","","","","","",""
"BR2021013621","","","$305,000","","","1.0","","Traditional","Collins Place","","","","Public","","2020"
"BR2021013623","","Septic","$190,000","","","1.0","","Acadian","Hickory Glen Estates","","","","Public","",""
"BR2021013652","","City","$230,000","","","1.0","","Traditional","Courtney Homesite","","","","Public","",""
"BR2021013658","","Septic","$240,000","","","1.0","","Acadian","Fennwood Estates","","","","","",""
"BR2021013834","","City","$199,225","","","1.0","","Traditional","Foxglove","","","","Public","","2020"
"BR2021013946","","","$251,000","","","1.0","","Acadian","Rural Tract (No Subd)","","","","Public","Water Front","2011"
"BR2021014089","","City","$399,900","","","1.0","","French Country","Rural Tract (No Subd)","","","","Public","","2017"
"BR2021014124","","City","$261,900","","","1.0","","Traditional","Spring Lake Subd (Walker)","","","","Public","","2021"
"BR2021014201","","City","$372,000","","","1.0","","Traditional","Three Lakes","","","","Public","","2008"
"BR2021014244","","City","$268,649","","","2.0","","Traditional","Foxglove","","","","Public","Water Access Community","2021"
"BR2021014297","","City","$185,000","","","1.0","","Acadian","Park Place","","","","Public","",""
"BR2021014309","","City","$202,000","","","1.0","","Traditional","Isabella Lakes","","","","Public","","2020"
"BR2021014312","","","$190,000","","","1.0","","Traditional","Brightwood","","","","Public","Water Front","2007"
"BR2021014337","","","$184,100","","","1.0","","Traditional","Duff Village","","","","Public","",""
"BR2021014447","","City","$320,000","","","2.0","","Traditional","Spring Lake Subd (Walker)","","","","Public","Water Access Community","2020"
"BR2021014494","","City","$301,900","","","2.0","","Traditional","Spring Lake Subd (Walker)","","","","Public","Water Access Community","2021"
"BR2021014712","","City","$268,000","","","1.0","","French Country","Lakes At Fennwood The","","","","Public","Water Front","2003"
"BR2021014887","","Septic","$95,000","","","1.0","","Other","Harvest Grove Acres","","","","","","1998"
"BR2021015129","","City","$159,900","","","1.0","","Traditional","Olde Oaks at Walker","","","","Public","","2017"
